Timestamp                       Thread     Type        Activity             PID    TTL  
2026-02-21 04:06:48.306801+0530 0x4f539a   Default     0x0                  56404  0    pairedsyncd: (PairedDeviceRegistry) [com.apple.paireddeviceregistry:framework] #refresh Bootstrap sync refresh
2026-02-21 04:06:48.306843+0530 0x4f539a   Default     0x0                  56404  0    pairedsyncd: (PairedDeviceRegistry) [com.apple.paireddeviceregistry:framework] #refresh_9bdc t0.012792ms Daemon is idle, creating empty collection
2026-02-21 04:06:48.306855+0530 0x4f539a   Default     0x0                  56404  0    pairedsyncd: (PairedDeviceRegistry) [com.apple.paireddeviceregistry:framework] #refresh_9bdc t0.028875ms New collection swapped in
2026-02-21 04:06:48.306862+0530 0x4f539a   Default     0x0                  56404  0    pairedsyncd: (PairedDeviceRegistry) [com.apple.paireddeviceregistry:framework] #refresh_9bdc history 4611686018427387903 -> 1
2026-02-21 04:06:48.306871+0530 0x4f539a   Default     0x0                  56404  0    pairedsyncd: (PairedDeviceRegistry) [com.apple.paireddeviceregistry:framework] assignNewState complete
2026-02-21 04:06:48.306877+0530 0x4f539a   Default     0x0                  56404  0    pairedsyncd: (PairedDeviceRegistry) [com.apple.paireddeviceregistry:framework] RegistryCrux fully initialized and synced
2026-02-21 04:06:48.307120+0530 0x4f539a   Error       0x0                  56404  0    pairedsyncd: [com.apple.pairedsync:daemon] Fatal error: pairing store path was nil for PSDFileManager.
2026-02-21 04:06:48.307262+0530 0x4f5399   Error       0x0                  56403  14   managedappdistributiond: [com.apple.ManagedAppDistribution:Daemon] Simulator is not supported
2026-02-21 04:06:48.307793+0530 0x4f539b   Default     0x0                  56405  0    proactiveeventtrackerd: (libxpc.dylib) [com.apple.xpc:connection] [0x600003d0c000] activating connection: mach=true listener=false peer=false name=com.apple.cfprefsd.daemon
2026-02-21 04:06:48.307888+0530 0x4f5310   Default     0x0                  15580  0    cfprefsd: (libxpc.dylib) [com.apple.xpc:connection] [0x101604ee0] activating connection: mach=false listener=false peer=true name=com.apple.cfprefsd.daemon.peer[56405].0x101604ee0
2026-02-21 04:06:48.309421+0530 0x4f530c   Default     0x0                  15536  0    launchd_sim: [user/501/com.apple.pairedsyncd [56404]:] exited due to exit(0), ran for 156ms
2026-02-21 04:06:48.309433+0530 0x4f530c   Default     0x0                  15536  0    launchd_sim: [user/501/com.apple.pairedsyncd [56404]:] service state: exited
2026-02-21 04:06:48.309434+0530 0x4f530c   Default     0x0                  15536  0    launchd_sim: No spawn timestamp found; service=com.apple.pairedsyncd, pid=56404
2026-02-21 04:06:48.309435+0530 0x4f530c   Default     0x0                  15536  0    launchd_sim: [user/501/com.apple.pairedsyncd [56404]:] internal event: EXITED, code = 0
2026-02-21 04:06:48.309436+0530 0x4f530c   Default     0x0                  15536  0    launchd_sim: [user/501:] service inactive: com.apple.pairedsyncd
2026-02-21 04:06:48.309450+0530 0x4f530c   Default     0x0                  15536  0    launchd_sim: [user/501/com.apple.pairedsyncd [56404]:] service state: not running
2026-02-21 04:06:48.309453+0530 0x4f530c   Default     0x0                  15536  0    launchd_sim: [pid/56404 [pairedsyncd]:] shutting down
2026-02-21 04:06:48.309454+0530 0x4f530c   Default     0x0                  15536  0    launchd_sim: [pid/56404 [pairedsyncd]:] cleaning up
2026-02-21 04:06:48.309457+0530 0x4f530c   Default     0x0                  15536  0    launchd_sim: [user/501/com.apple.pairedsyncd:] Service only ran for 0 seconds. Pushing respawn out by 10 seconds.
2026-02-21 04:06:48.309470+0530 0x4f530c   Default     0x0                  15536  0    launchd_sim: [user/501/com.apple.pairedsyncd:] internal event: WILL_SPAWN, code = 0
2026-02-21 04:06:48.309471+0530 0x4f530c   Default     0x0                  15536  0    launchd_sim: [user/501/com.apple.pairedsyncd:] service state: spawn scheduled
2026-02-21 04:06:48.309472+0530 0x4f530c   Default     0x0                  15536  0    launchd_sim: [user/501/com.apple.pairedsyncd:] service spawn deferred by 10 seconds due to throttle
2026-02-21 04:06:48.309474+0530 0x4f530c   Default     0x0                  15536  0    launchd_sim: [system:] removing child: pid/56404
2026-02-21 04:06:48.309487+0530 0x4f530c   Default     0x0                  15536  0    launchd_sim: [user/501/com.apple.managedappdistributiond [56403]:] exited due to exit(0), ran for 158ms
2026-02-21 04:06:48.309488+0530 0x4f530c   Default     0x0                  15536  0    launchd_sim: [user/501/com.apple.managedappdistributiond [56403]:] service state: exited
2026-02-21 04:06:48.309488+0530 0x4f530c   Default     0x0                  15536  0    launchd_sim: No spawn timestamp found; service=com.apple.managedappdistributiond, pid=56403
2026-02-21 04:06:48.309489+0530 0x4f530c   Default     0x0                  15536  0    launchd_sim: [user/501/com.apple.managedappdistributiond [56403]:] internal event: EXITED, code = 0
2026-02-21 04:06:48.309489+0530 0x4f530c   Default     0x0                  15536  0    launchd_sim: [user/501:] service inactive: com.apple.managedappdistributiond
2026-02-21 04:06:48.309500+0530 0x4f530c   Default     0x0                  15536  0    launchd_sim: [user/501/com.apple.managedappdistributiond [56403]:] service state: not running
2026-02-21 04:06:48.309502+0530 0x4f530c   Default     0x0                  15536  0    launchd_sim: [pid/56403 [managedappdistr]:] shutting down
2026-02-21 04:06:48.309503+0530 0x4f530c   Default     0x0                  15536  0    launchd_sim: [pid/56403 [managedappdistr]:] cleaning up
2026-02-21 04:06:48.309504+0530 0x4f530c   Default     0x0                  15536  0    launchd_sim: [user/501/com.apple.managedappdistributiond:] Service only ran for 0 seconds. Pushing respawn out by 10 seconds.
2026-02-21 04:06:48.309512+0530 0x4f530c   Default     0x0                  15536  0    launchd_sim: [user/501/com.apple.managedappdistributiond:] internal event: WILL_SPAWN, code = 0
2026-02-21 04:06:48.309513+0530 0x4f530c   Default     0x0                  15536  0    launchd_sim: [user/501/com.apple.managedappdistributiond:] service state: spawn scheduled
2026-02-21 04:06:48.309513+0530 0x4f530c   Default     0x0                  15536  0    launchd_sim: [user/501/com.apple.managedappdistributiond:] service spawn deferred by 10 seconds due to throttle
2026-02-21 04:06:48.309517+0530 0x4f530c   Default     0x0                  15536  0    launchd_sim: [system:] removing child: pid/56403
2026-02-21 04:06:48.310369+0530 0x4f539b   Error       0x0                  56405  0    proactiveeventtrackerd: (ProactiveEventTracker) User passwd entry or home directory is not found
2026-02-21 04:06:48.310404+0530 0x4f539b   Default     0x0                  56405  0    proactiveeventtrackerd: (CoreAnalytics) [com.apple.CoreAnalytics:client] No XPC connection in Simulator
2026-02-21 04:06:48.310430+0530 0x4f539b   Error       0x0                  56405  0    proactiveeventtrackerd: (ProactiveEventTracker) Failed to initialize PETEventTracker2.
2026-02-21 04:06:48.310444+0530 0x4f539b   Fault       0x8b2f00             56405  14   proactiveeventtrackerd: Failed to initialize the tracker
2026-02-21 04:06:48.310445+0530 0x4f539b   Activity    0x8b2f00             56405  0    proactiveeventtrackerd: (libsystem_trace.dylib) Activity for state dumps
2026-02-21 04:06:48.310463+0530 0x4f539b   Error       0x0                  56405  0    proactiveeventtrackerd: Failed to initialize PET service. Exiting...
2026-02-21 04:06:48.310471+0530 0x4f539b   Default     0x0                  56405  0    proactiveeventtrackerd: (CoreAnalytics) [com.apple.CoreAnalytics:client] Entering exit handler.
2026-02-21 04:06:48.310477+0530 0x4f539b   Default     0x0                  56405  0    proactiveeventtrackerd: (CoreAnalytics) [com.apple.CoreAnalytics:client] Exiting exit handler.
2026-02-21 04:06:48.310537+0530 0x4f5310   Default     0x0                  15580  0    cfprefsd: (libxpc.dylib) [com.apple.xpc:connection] [0x101604ee0] invalidated because the client process (pid 56405) either cancelled the connection or exited
2026-02-21 04:06:48.312279+0530 0x4f5393   Default     0x0                  15536  0    launchd_sim: [user/501/com.apple.proactiveeventtrackerd [56405]:] exited due to exit(1), ran for 159ms
2026-02-21 04:06:48.312285+0530 0x4f5393   Default     0x0                  15536  0    launchd_sim: [user/501/com.apple.proactiveeventtrackerd [56405]:] service state: exited
2026-02-21 04:06:48.312285+0530 0x4f5393   Default     0x0                  15536  0    launchd_sim: No spawn timestamp found; service=com.apple.proactiveeventtrackerd, pid=56405
2026-02-21 04:06:48.312286+0530 0x4f5393   Default     0x0                  15536  0    launchd_sim: [user/501/com.apple.proactiveeventtrackerd [56405]:] internal event: EXITED, code = 0
2026-02-21 04:06:48.312287+0530 0x4f5393   Default     0x0                  15536  0    launchd_sim: [user/501:] service inactive: com.apple.proactiveeventtrackerd
2026-02-21 04:06:48.312290+0530 0x4f5393   Default     0x0                  15536  0    launchd_sim: [user/501/com.apple.proactiveeventtrackerd [56405]:] service state: not running
2026-02-21 04:06:48.312293+0530 0x4f5393   Default     0x0                  15536  0    launchd_sim: [pid/56405 [proactiveeventt]:] shutting down
2026-02-21 04:06:48.312295+0530 0x4f5393   Default     0x0                  15536  0    launchd_sim: [pid/56405 [proactiveeventt]:] cleaning up
2026-02-21 04:06:48.312297+0530 0x4f5393   Default     0x0                  15536  0    launchd_sim: [user/501/com.apple.proactiveeventtrackerd:] Service only ran for 0 seconds. Pushing respawn out by 10 seconds.
2026-02-21 04:06:48.312309+0530 0x4f5393   Default     0x0                  15536  0    launchd_sim: [user/501/com.apple.proactiveeventtrackerd:] internal event: WILL_SPAWN, code = 0
2026-02-21 04:06:48.312310+0530 0x4f5393   Default     0x0                  15536  0    launchd_sim: [user/501/com.apple.proactiveeventtrackerd:] service state: spawn scheduled
2026-02-21 04:06:48.312311+0530 0x4f5393   Default     0x0                  15536  0    launchd_sim: [user/501/com.apple.proactiveeventtrackerd:] service spawn deferred by 10 seconds due to throttle
2026-02-21 04:06:48.312313+0530 0x4f5393   Default     0x0                  15536  0    launchd_sim: [system:] removing child: pid/56405
2026-02-21 04:06:49.047700+0530 0x4f416e   Default     0x0                  15564  0    locationd: [com.apple.locationd.Position:GeneralCLX] @ClxSimulated, Fix, 1, ll, <private>, <private>, acc, 5.00, course, -1.0, time, 793319810.1, deltaDistance, 0.0, deltaDistanceAccuracy, 1.9, odometer, -1.0, timestampGps, 793319810.1
2026-02-21 04:06:49.047909+0530 0x4dc648   Activity    0x8b2eee             15564  0    locationd: CL: notifyClientsWithData (Fallback)
2026-02-21 04:06:49.047996+0530 0x4dc648   Activity    0x8b2eef             15564  0    locationd: CL: notifyClientsWithData (Fallback)
2026-02-21 04:06:49.048024+0530 0x4dc648   Activity    0x8b2f20             15564  0    locationd: CL: notifyClientsWithData (Fallback)
2026-02-21 04:06:49.048044+0530 0x4dc648   Activity    0x8b2f21             15564  0    locationd: CL: notifyClientsWithData (Fallback)
2026-02-21 04:06:49.048061+0530 0x4dc648   Activity    0x8b2f22             15564  0    locationd: CL: notifyClientsWithData (Fallback)
2026-02-21 04:06:49.048075+0530 0x4dc648   Activity    0x8b2f23             15564  0    locationd: CL: notifyClientsWithData (Fallback)
2026-02-21 04:06:49.048088+0530 0x4dc648   Activity    0x8b2f24             15564  0    locationd: CL: notifyClientsWithData (Fallback)
2026-02-21 04:06:49.048119+0530 0x4dbf05   Default     0x8b2eee             15564  0    locationd: [com.apple.locationd.Position:GeneralCLX] MovingApDetector, received location: <private>, success: yes
2026-02-21 04:06:49.048473+0530 0x4f416e   Default     0x8b2eee             15564  0    locationd: [com.apple.locationd.Position:GeneralCLX] @ClxClient, Fix, 1, ll, <private>, <private>, acc, 5.00, speed, -1.0, course, -1.0, type, 1, alt, 0.0, altunc, -1.0, ellipsoidalAlt, 0.0, speedUnc, -1.0, courseUnc, -1.0, signalEnv, 0, timestamp, 793319809.047
2026-02-21 04:06:49.048636+0530 0x4dc648   Default     0x8b2eee             15564  0    locationd: [com.apple.locationd.Core:Core] {"msg":"#pla #zone-relevance-tracker, location notification", "notification":5, "_currentLocation":'68 E0 98 69 00 00 00 00 E3 DC 5D 12 F5 77 15 A6 39 34 2F BC 02 76 E2 8C CD 64 3A 6C 45 94 31 87 76 37 63 56 1F C7 00 76 88 6F 60 7B 0A 78 C5 31 DD 37 65 CA 7F AF B3 ED 8D F2 67 D0 CC D5 82 2C D0 9E FE 65 F6 93 95 90 8D F2 67 D0 CC D5 82 2C D0 9E FE 65 F6 93 95 90 8D F2 67 D0 CC D5 82 2C D0 9E FE 65 F6 93 95 90 01 52 7E 6E 36 37 8C 64 9E 8E BF 87 0A A5 12 0A BF B7 EB 26 2B 76 C7 C7 DD 29 6A BB 00 BC 65 34 CD 64 3A 6C 45 94 31 87 76 37 63 56 1F C7 00 76 F1 7E E4 6E EA 11 72 0B 48 24 27 FC FA 27 0A D1 22 80 3C 7C 32 56 BB 66 C9 FF 68 98 48 1F 13 2E 8F CE 3C 92 67 56 45 39 E5 33 80 57 FA 41 FF 52', "NewLocation":'68 E0 98 69 00 00 00 00 E3 DC 5D 12 F5 77 15 A6 39 34 2F BC 02 76 E2 8C CD 64 3A 6C 45 94 31 87 76 37 63 56 1F C7 00 76 88 6F 60 7B 0A 78 C5 31 DD 37 65 CA 7F AF B3 ED 8D F2 67 D0 CC D5 82 2C D0 9E FE 65 F6 93 95 90 8D F2 67 D0 CC D5 82 2C D0 9E FE 65 F6 93 95 90 8D F2 67 D0 CC D5 82 2C D0 9E FE 65 F6 93 95 90 DC D5 32 8F 03 51 DC A1 DB DE 93 BF A0 B3 E5 A7 BF B7 EB 26 2B 76 C7 C7 DD 29 6A BB 00 BC 65 34 CD 64 3A 6C 45 94 31 87 76 37 63 56 1F C7 00 76 F1 7E E4 6E EA 11 72 0B 48 24 27 FC FA 27 0A D1 22 80 3C 7C 32 56 BB 66 C9 FF 68 98 48 1F 13 2E 8F CE 3C 92 67 56 45 39 E5 33 80 57 FA 41 FF 52'}
2026-02-21 04:06:49.049567+0530 0x4dc648   Default     0x8b2eee             15564  0    locationd: [com.apple.locationd.Utility:QA] os_transaction created: (0x16b46ba08) wifi1Event
2026-02-21 04:06:49.049593+0530 0x4dc648   Default     0x8b2eee             15564  0    locationd: [com.apple.locationd.Position:WifiPosition] @WifiLogic, handleInput, System::LeechLocation
2026-02-21 04:06:49.049721+0530 0x4dc648   Default     0x8b2eee             15564  0    locationd: [com.apple.locationd.Position:WifiPosition] {"msg":"CLWifi1SystemLogic::apply", "event":elapsed, "begin_mach":7231470066196, "end_mach":7231470068549, "elapsed_s":"0.000098042", "event":System::LeechLocation, "now_s":"793319809.048913956"}
2026-02-21 04:06:49.049748+0530 0x4dc648   Default     0x8b2eee             15564  0    locationd: [com.apple.locationd.Utility:QA] os_transaction releasing: (0x16b46ba08) wifi1Event
2026-02-21 04:06:49.049820+0530 0x4dc648   Default     0x8b2eee             15564  0    locationd: [com.apple.locationd.Utility:QA] os_transaction created: (0x16b46ba08) wifi1Event
2026-02-21 04:06:49.049865+0530 0x4dc648   Default     0x8b2eee             15564  0    locationd: [com.apple.locationd.Position:WifiPosition] @WifiLogic, handleInput, System::LeechLocation
2026-02-21 04:06:49.050029+0530 0x4dc648   Default     0x8b2eee             15564  0    locationd: [com.apple.locationd.Position:WifiPosition] {"msg":"CLWifi1SystemLogic::apply", "event":elapsed, "begin_mach":7231470073655, "end_mach":7231470075944, "elapsed_s":"0.000095375", "event":System::LeechLocation, "now_s":"793319809.049231052"}
2026-02-21 04:06:49.050053+0530 0x4dc648   Default     0x8b2eee             15564  0    locationd: [com.apple.locationd.Utility:QA] os_transaction releasing: (0x16b46ba08) wifi1Event
2026-02-21 04:06:49.101387+0530 0x4f5393   Default     0x0                  15536  0    launchd_sim: [user/501/com.apple.facetimemessagestored:] service state: spawning
2026-02-21 04:06:49.101433+0530 0x4f5393   Default     0x0                  15536  0    launchd_sim: [user/501/com.apple.facetimemessagestored:] launching: xpc event
2026-02-21 04:06:49.102575+0530 0x4f5393   Default     0x0                  15536  0    launchd_sim: [user/501/com.apple.facetimemessagestored [56406]:] xpcproxy_sim spawned with pid 56406
2026-02-21 04:06:49.102607+0530 0x4f5393   Default     0x0                  15536  0    launchd_sim: [user/501/com.apple.facetimemessagestored [56406]:] internal event: SPAWNED, code = 0
2026-02-21 04:06:49.102613+0530 0x4f5393   Default     0x0                  15536  0    launchd_sim: [user/501/com.apple.facetimemessagestored [56406]:] service state: xpcproxy
2026-02-21 04:06:49.102619+0530 0x4f5393   Default     0x0                  15536  0    launchd_sim: [user/501/com.apple.facetimemessagestored [56406]:] deferred event: domain spawn response: 0
2026-02-21 04:06:49.102630+0530 0x4f5393   Default     0x0                  15536  0    launchd_sim: [user/501/com.apple.facetimemessagestored [56406]:] internal event: SOURCE_ATTACH, code = 0
2026-02-21 04:06:49.192598+0530 0x4f539c   Default     0x0                  15536  0    launchd_sim: [user/501/com.apple.facetimemessagestored [56406]:] service state: running
2026-02-21 04:06:49.192605+0530 0x4f539c   Default     0x0                  15536  0    launchd_sim: [user/501/com.apple.facetimemessagestored [56406]:] internal event: INIT, code = 0
2026-02-21 04:06:49.192608+0530 0x4f539c   Default     0x0                  15536  0    launchd_sim: [user/501/com.apple.facetimemessagestored [56406]:] Successfully spawned facetimemessagestored[56406] because xpc event
2026-02-21 04:06:49.259218+0530 0x4f5393   Default     0x0                  15536  0    launchd_sim: [pid/56406 [facetimemessage]:] uncorking exec source upfront
2026-02-21 04:06:49.259228+0530 0x4f5393   Default     0x0                  15536  0    launchd_sim: [pid/56406 [facetimemessage]:] created
2026-02-21 04:06:49.263229+0530 0x4f539c   Default     0x0                  15536  0    launchd_sim: [user/501/com.apple.facetimemessagestored [56406]:] exited due to exit(0), ran for 159ms
2026-02-21 04:06:49.263236+0530 0x4f539c   Default     0x0                  15536  0    launchd_sim: [user/501/com.apple.facetimemessagestored [56406]:] service state: exited
2026-02-21 04:06:49.263236+0530 0x4f539c   Default     0x0                  15536  0    launchd_sim: No spawn timestamp found; service=com.apple.facetimemessagestored, pid=56406
2026-02-21 04:06:49.263237+0530 0x4f539c   Default     0x0                  15536  0    launchd_sim: [user/501/com.apple.facetimemessagestored [56406]:] internal event: EXITED, code = 0
2026-02-21 04:06:49.263239+0530 0x4f539c   Default     0x0                  15536  0    launchd_sim: [user/501:] service inactive: com.apple.facetimemessagestored
2026-02-21 04:06:49.263256+0530 0x4f539c   Default     0x0                  15536  0    launchd_sim: [user/501/com.apple.facetimemessagestored [56406]:] service state: not running
2026-02-21 04:06:49.263260+0530 0x4f539c   Default     0x0                  15536  0    launchd_sim: [user/501/com.apple.facetimemessagestored:] Service only ran for 0 seconds. Pushing respawn out by 10 seconds.
2026-02-21 04:06:49.263277+0530 0x4f539c   Default     0x0                  15536  0    launchd_sim: [user/501/com.apple.facetimemessagestored:] internal event: WILL_SPAWN, code = 0
2026-02-21 04:06:49.263278+0530 0x4f539c   Default     0x0                  15536  0    launchd_sim: [user/501/com.apple.facetimemessagestored:] service state: spawn scheduled
2026-02-21 04:06:49.263278+0530 0x4f539c   Default     0x0                  15536  0    launchd_sim: [user/501/com.apple.facetimemessagestored:] service spawn deferred by 10 seconds due to throttle
2026-02-21 04:06:49.263280+0530 0x4f539c   Default     0x0                  15536  0    launchd_sim: [pid/56406 [facetimemessage]:] shutting down
2026-02-21 04:06:49.263281+0530 0x4f539c   Default     0x0                  15536  0    launchd_sim: [pid/56406 [facetimemessage]:] cleaning up
2026-02-21 04:06:49.263287+0530 0x4f539c   Default     0x0                  15536  0    launchd_sim: [system:] removing child: pid/56406
2026-02-21 04:06:50.048186+0530 0x4dc648   Default     0x0                  15564  0    locationd: [com.apple.locationd.Position:GeneralCLX] @ClxSimulated, Fix, 1, ll, <private>, <private>, acc, 5.00, course, -1.0, time, 793319811.1, deltaDistance, 0.0, deltaDistanceAccuracy, 1.9, odometer, -1.0, timestampGps, 793319811.1
2026-02-21 04:06:50.048444+0530 0x4dc648   Activity    0x8b2f25             15564  0    locationd: CL: notifyClientsWithData (Fallback)
2026-02-21 04:06:50.048519+0530 0x4dc648   Activity    0x8b2f26             15564  0    locationd: CL: notifyClientsWithData (Fallback)
2026-02-21 04:06:50.048553+0530 0x4dc648   Activity    0x8b2f27             15564  0    locationd: CL: notifyClientsWithData (Fallback)
2026-02-21 04:06:50.048579+0530 0x4dc648   Activity    0x8b2f28             15564  0    locationd: CL: notifyClientsWithData (Fallback)
2026-02-21 04:06:50.048600+0530 0x4dc648   Activity    0x8b2f29             15564  0    locationd: CL: notifyClientsWithData (Fallback)
2026-02-21 04:06:50.048620+0530 0x4dc648   Activity    0x8b2f2a             15564  0    locationd: CL: notifyClientsWithData (Fallback)
2026-02-21 04:06:50.048640+0530 0x4dc648   Activity    0x8b2f2b             15564  0    locationd: CL: notifyClientsWithData (Fallback)
2026-02-21 04:06:50.048667+0530 0x4f416e   Default     0x8b2f25             15564  0    locationd: [com.apple.locationd.Position:GeneralCLX] MovingApDetector, received location: <private>, success: yes
2026-02-21 04:06:50.049278+0530 0x4dbf05   Default     0x8b2f25             15564  0    locationd: [com.apple.locationd.Position:GeneralCLX] @ClxClient, Fix, 1, ll, <private>, <private>, acc, 5.00, speed, -1.0, course, -1.0, type, 1, alt, 0.0, altunc, -1.0, ellipsoidalAlt, 0.0, speedUnc, -1.0, courseUnc, -1.0, signalEnv, 0, timestamp, 793319810.048
2026-02-21 04:06:50.049556+0530 0x4f416c   Default     0x8b2f25             15564  0    locationd: [com.apple.locationd.Core:Core] {"msg":"#pla #zone-relevance-tracker, location notification", "notification":5, "_currentLocation":'68 E0 98 69 00 00 00 00 E3 DC 5D 12 F5 77 15 A6 39 34 2F BC 02 76 E2 8C CD 64 3A 6C 45 94 31 87 76 37 63 56 1F C7 00 76 88 6F 60 7B 0A 78 C5 31 DD 37 65 CA 7F AF B3 ED 8D F2 67 D0 CC D5 82 2C D0 9E FE 65 F6 93 95 90 8D F2 67 D0 CC D5 82 2C D0 9E FE 65 F6 93 95 90 8D F2 67 D0 CC D5 82 2C D0 9E FE 65 F6 93 95 90 DC D5 32 8F 03 51 DC A1 DB DE 93 BF A0 B3 E5 A7 BF B7 EB 26 2B 76 C7 C7 DD 29 6A BB 00 BC 65 34 CD 64 3A 6C 45 94 31 87 76 37 63 56 1F C7 00 76 F1 7E E4 6E EA 11 72 0B 48 24 27 FC FA 27 0A D1 22 80 3C 7C 32 56 BB 66 C9 FF 68 98 48 1F 13 2E 8F CE 3C 92 67 56 45 39 E5 33 80 57 FA 41 FF 52', "NewLocation":'68 E0 98 69 00 00 00 00 E3 DC 5D 12 F5 77 15 A6 39 34 2F BC 02 76 E2 8C CD 64 3A 6C 45 94 31 87 76 37 63 56 1F C7 00 76 88 6F 60 7B 0A 78 C5 31 DD 37 65 CA 7F AF B3 ED 8D F2 67 D0 CC D5 82 2C D0 9E FE 65 F6 93 95 90 8D F2 67 D0 CC D5 82 2C D0 9E FE 65 F6 93 95 90 8D F2 67 D0 CC D5 82 2C D0 9E FE 65 F6 93 95 90 28 B5 44 0E E0 55 68 E5 AD 0B 57 DE E6 D2 18 9A BF B7 EB 26 2B 76 C7 C7 DD 29 6A BB 00 BC 65 34 CD 64 3A 6C 45 94 31 87 76 37 63 56 1F C7 00 76 F1 7E E4 6E EA 11 72 0B 48 24 27 FC FA 27 0A D1 22 80 3C 7C 32 56 BB 66 C9 FF 68 98 48 1F 13 2E 8F CE 3C 92 67 56 45 39 E5 33 80 57 FA 41 FF 52'}
2026-02-21 04:06:50.051144+0530 0x4f416c   Default     0x8b2f25             15564  0    locationd: [com.apple.locationd.Utility:QA] os_transaction created: (0x16b3dfa08) wifi1Event
2026-02-21 04:06:50.051194+0530 0x4f416c   Default     0x8b2f25             15564  0    locationd: [com.apple.locationd.Position:WifiPosition] @WifiLogic, handleInput, System::LeechLocation
2026-02-21 04:06:50.051472+0530 0x4f416c   Default     0x8b2f25             15564  0    locationd: [com.apple.locationd.Position:WifiPosition] {"msg":"CLWifi1SystemLogic::apply", "event":elapsed, "begin_mach":7231494106507, "end_mach":7231494110551, "elapsed_s":"0.000168500", "event":System::LeechLocation, "now_s":"793319810.050570011"}
2026-02-21 04:06:50.051522+0530 0x4f416c   Default     0x8b2f25             15564  0    locationd: [com.apple.locationd.Utility:QA] os_transaction releasing: (0x16b3dfa08) wifi1Event
2026-02-21 04:06:50.051655+0530 0x4f416c   Default     0x8b2f25             15564  0    locationd: [com.apple.locationd.Utility:QA] os_transaction created: (0x16b3dfa08) wifi1Event
2026-02-21 04:06:50.051746+0530 0x4f416c   Default     0x8b2f25             15564  0    locationd: [com.apple.locationd.Position:WifiPosition] @WifiLogic, handleInput, System::LeechLocation
2026-02-21 04:06:50.051989+0530 0x4f416c   Default     0x8b2f25             15564  0    locationd: [com.apple.locationd.Position:WifiPosition] {"msg":"CLWifi1SystemLogic::apply", "event":elapsed, "begin_mach":7231494120574, "end_mach":7231494122974, "elapsed_s":"0.000100000", "event":System::LeechLocation, "now_s":"793319810.051175952"}
2026-02-21 04:06:50.052047+0530 0x4f416c   Default     0x8b2f25             15564  0    locationd: [com.apple.locationd.Utility:QA] os_transaction releasing: (0x16b3dfa08) wifi1Event
2026-02-21 04:06:51.051661+0530 0x4f416e   Default     0x0                  15564  0    locationd: [com.apple.locationd.Position:GeneralCLX] @ClxSimulated, Fix, 1, ll, <private>, <private>, acc, 5.00, course, -1.0, time, 793319812.1, deltaDistance, 0.0, deltaDistanceAccuracy, 1.9, odometer, -1.0, timestampGps, 793319812.1
2026-02-21 04:06:51.051820+0530 0x4f416e   Activity    0x8b2f2c             15564  0    locationd: CL: notifyClientsWithData (Fallback)
2026-02-21 04:06:51.051874+0530 0x4f416e   Activity    0x8b2f2d             15564  0    locationd: CL: notifyClientsWithData (Fallback)
2026-02-21 04:06:51.051902+0530 0x4f416e   Activity    0x8b2f2e             15564  0    locationd: CL: notifyClientsWithData (Fallback)
2026-02-21 04:06:51.051924+0530 0x4f416e   Activity    0x8b2f2f             15564  0    locationd: CL: notifyClientsWithData (Fallback)
2026-02-21 04:06:51.051945+0530 0x4f416e   Activity    0x8b2f30             15564  0    locationd: CL: notifyClientsWithData (Fallback)
2026-02-21 04:06:51.051968+0530 0x4f416e   Activity    0x8b2f31             15564  0    locationd: CL: notifyClientsWithData (Fallback)
2026-02-21 04:06:51.051987+0530 0x4f416e   Activity    0x8b2f32             15564  0    locationd: CL: notifyClientsWithData (Fallback)
2026-02-21 04:06:51.052008+0530 0x4f416c   Default     0x8b2f2c             15564  0    locationd: [com.apple.locationd.Position:GeneralCLX] MovingApDetector, received location: <private>, success: yes
2026-02-21 04:06:51.052560+0530 0x4dc648   Default     0x8b2f2c             15564  0    locationd: [com.apple.locationd.Position:GeneralCLX] @ClxClient, Fix, 1, ll, <private>, <private>, acc, 5.00, speed, -1.0, course, -1.0, type, 1, alt, 0.0, altunc, -1.0, ellipsoidalAlt, 0.0, speedUnc, -1.0, courseUnc, -1.0, signalEnv, 0, timestamp, 793319811.051
